Segment Code,Segment Description,Family Code,Family Description,Class Code,Class Description,Brick Code,Brick Description,Core Attribute Type 1 Code,Core Attribute  Type 1 Description,Core Attribute Type 2 Code,Core Attribute  Type 2 Description,Core Attribute Type 3 Code,Core Attribute  Type 3 Description,Core Attribute Type 4 Code,Core Attribute  Type 4 Description,Core Attribute Type 5 Code,Core Attribute  Type 5 Description,Core Attribute Type 6 Code,Core Attribute  Type 6 Description,Core Attribute Type 7 Code,Core Attribute  Type 7 Description,Core Attribute Type 8 Code,Core Attribute  Type 8 Description,Core Attribute Type 9 Code,Core Attribute  Type 9 Description,Core Attribute Type 10 Code,Core Attribute  Type 10 Description,Core Attribute Type 11 Code,Core Attribute  Type 11 Description,Core Attribute Type 12 Code,Core Attribute  Type 12 Description,Core Attribute Type 13 Code,Core Attribute  Type 13 Description,Core Attribute Type 14 Code,Core Attribute  Type 14 Description,Core Attribute Type 15 Code,Core Attribute  Type 15 Description,Core Attribute Type 16 Code,Core Attribute  Type 16 Description,Core Attribute Type 17 Code,Core Attribute  Type 17 Description,Core Attribute Type 18 Code,Core Attribute  Type 18 Description,Core Attribute Type 19 Code,Core Attribute  Type 19 Description,Core Attribute Type 20 Code,Core Attribute  Type 20 Description,Core Attribute Type 21 Code,Core Attribute  Type 21 Description,Core Attribute Type 22 Code,Core Attribute  Type 22 Description,Core Attribute Type 23 Code,Core Attribute  Type 23 Description,Core Attribute Type 24 Code,Core Attribute  Type 24 Description,Core Attribute Type 25 Code,Core Attribute  Type 25 Description
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020100,Photography,10001494,Photography – Replacement Parts/Accessories,20001231,Type of Photography Replacement Part/Accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020100,Photography,10001498,Photography Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020100,Photography,10001496,Photography Variety Packs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020300,Photography Printing/Dark Room Equipment,10001507,Photograph Developing Chemicals,20001236,Type of Photograph Developing Chemical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020300,Photography Printing/Dark Room Equipment,10001508,Photograph Enlargers,20001149,Colour Format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020300,Photography Printing/Dark Room Equipment,10001510,Photographic Paper,20002701,Paper Size,20001239,Type of Photographic Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020300,Photography Printing/Dark Room Equipment,10001512,Photography Dark Room Safelights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020300,Photography Printing/Dark Room Equipment,10001513,Photography Dark Room Tanks/Trays/Reels,20001241,Type of Tank/Tray/Reel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020300,Photography Printing/Dark Room Equipment,10001511,Photography Drying Equipment,20001240,Type of Photography Drying Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020300,Photography Printing/Dark Room Equipment,10001515,Photography Printing/Dark Room Equipment – Replacement Parts/Accessories,20001523,Type of Replacement Part/Accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020300,Photography Printing/Dark Room Equipment,10001516,Photography Printing/Dark Room Equipment Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020300,Photography Printing/Dark Room Equipment,10001514,Photography Printing/Dark Room Equipment Variety Packs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000000,Audio Visual/Photography,68020000,Photography/Optics,68020400,Photography/Optics Variety Packs,10003686,Photography/Optics Variety Packs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53220000,Beauty/Personal Care/Hygiene Variety Packs,53220100,Beauty/Personal Care/Hygiene Variety Packs,10000666,Beauty/Personal Care/Hygiene Variety Packs,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53200000,Body Products,53201000,Body Massage/Toning,10000807,Bath Massage/Toning,20001116,Corded/Cordless,20000787,Power Source,20001660,Type of Bath Massager/Toner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53200000,Body Products,53201000,Body Massage/Toning,10000758,Body Massage/Toning – Replacement Parts,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53200000,Body Products,53201000,Body Massage/Toning,10000760,Body Massage/Toning Other,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53200000,Body Products,53201000,Body Massage/Toning,10000668,Body Massage/Toning Variety Packs,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53200000,Body Products,53201000,Body Massage/Toning,10000567,Body Toning/Firming Products (Powered),20001116,Corded/Cordless,20000787,Power Source,20001709,Target Use/Application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53200000,Body Products,53201000,Body Massage/Toning,10000566,Personal Warming/Massaging (Non Powered),20001709,Target Use/Application,20001639,Type of Personal Warming/Massaging (Non Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53200000,Body Products,53201000,Body Massage/Toning,10000759,Personal Warming/Massaging (Powered),20001116,Corded/Cordless,20000787,Power Source,20001709,Target Use/Application,20001640,Type of Personal Warming/Massaging (Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161500,Aromatherapy,10000772,Aromatherapy Cushions,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161500,Aromatherapy,10000779,Aromatherapy Other,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161500,Aromatherapy,10000774,Aromatherapy Variety Packs,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161500,Aromatherapy,10000773,Base/Carrier Oils,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161500,Aromatherapy,10000771,Essential Oils,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161500,Aromatherapy,10000769,Oil Diffusers (Non Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161500,Aromatherapy,10000770,Oil Diffusers (Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10000762,Breast/Hip Enhancer Pads,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10000377,Cosmetic Aids/Accessories,20000371,Type of Cosmetic Aids/Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10008024,Cosmetic Applicators,20003185,Type of Cosmetic Applicator,20000794,Type of Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10000761,Cosmetic Paints/Shimmers/Glitters,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10000775,Cosmetic Products Other,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10000669,Cosmetic Products Variety Packs,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10000532,Cosmetics – Complexion,20003181,Colour Family,20000312,Dispenser Type,20000352,Formation,20000658,If Waterproof,20003191,Product Usage Body Location,20000637,Type of Cosmetics Complexion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10000533,Cosmetics – Eyes,20003181,Colour Family,20000312,Dispenser Type,20000352,Formation,20000658,If Waterproof,20003191,Product Usage Body Location,20000366,Target Gender,20000638,Type of Cosmetics – Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10000534,Cosmetics – Lips,20003181,Colour Family,20000312,Dispenser Type,20000352,Formation,20000641,If Long Lasting Claim,20000639,Type of Cosmetics – Lips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10006201,Display Test (Cosmetics),20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10000764,Eyelashes – False,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10000486,Skin Lightening,20000352,Formation,20000710,If Hypoallergenic,20000472,Level of Permanence Claim,20000409,Type of Skin Lightening,20000373,UV Protection Claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161000,Cosmetic Products,10000763,Tattoos/Stencils/Stick-on Jewellery – Temporary,20001643,Type of Tattoos/Stencils/Stick-On Jewellery – Temporary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161400,Cosmetics/Fragrances Variety Packs,10000672,Cosmetics/Fragrances Variety Packs,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161300,Fragrances,10000365,Fragrances,20000312,Dispenser Type,20000352,Formation,20000327,If Alcohol Free,20003191,Product Usage Body Location,20000366,Target Gender,20000298,Type of Fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161200,Nail Cosmetic/Care Products,10000360,Cosmetics – Nails,20003181,Colour Family,20000293,Type of Cosmetics – Nails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161200,Nail Cosmetic/Care Products,10000768,Nail Cosmetic/Care Products – Replacement Parts,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161200,Nail Cosmetic/Care Products,10000778,Nail Cosmetic/Care Products Other,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161200,Nail Cosmetic/Care Products,10000671,Nail Cosmetic/Care Products Variety Packs,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161200,Nail Cosmetic/Care Products,10000385,Nails – Accessories (Non Powered),20000348,Manicure/Pedicure,20000359,Type of Nails – Accessories (Non Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161200,Nail Cosmetic/Care Products,10000767,Nails – Accessories (Powered),20001116,Corded/Cordless,20000348,Manicure/Pedicure,20000787,Power Source,20001654,Type of Nails – Accessories (Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161200,Nail Cosmetic/Care Products,10000358,Nails – Aids (Non Powered),20000348,Manicure/Pedicure,20000291,Type of Nail Aid (Non Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161200,Nail Cosmetic/Care Products,10000780,Nails – Aids (Powered),20001116,Corded/Cordless,20000348,Manicure/Pedicure,20000787,Power Source,20001655,Type of Nail Aid (Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161200,Nail Cosmetic/Care Products,10000333,Nails – Cleansers/Cosmetic Removers,20000352,Formation,20000326,If Acetone Free,20000266,Type of Nail Cleanser/Cosmetic Remover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161200,Nail Cosmetic/Care Products,10000359,Nails – False,20000292,Type of False Nails,20000794,Type of Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53160000,Cosmetics/Fragrances,53161200,Nail Cosmetic/Care Products,10000361,Nails – Treatments,20000312,Dispenser Type,20000352,Formation,20000348,Manicure/Pedicure,20000294,Type of Nail Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000379,Hair – Accessories,20000045,Consumer Lifestage,20000374,Type of Hair Accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000564,Hair – Aids (Non Powered),20000691,Type of Hair Aid (Non Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000828,Hair – Aids (Powered),20001116,Corded/Cordless,20000787,Power Source,20001645,Type of Hair Aid (Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10008023,Hair - Brushes and Combs,20003184,STYLE OF COMB,20003182,TYPE OF BRUSH,20003183,TYPE OF COMB TOOTH,20000794,Type of Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000345,Hair – Colour,20003186,Colour Nuance/Shade,20000312,Dispenser Type,20000352,Formation,20000328,If Ammonia Free,20002303,If Natural,20000472,Level of Permanence Claim,20000366,Target Gender,20000278,Type of Hair Colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000346,Hair – Conditioner/Treatment,20000045,Consumer Lifestage,20000312,Dispenser Type,20000352,Formation,20000729,If Rinse Off,20000366,Target Gender,20000279,Type of Hair Conditioner/Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000343,Hair – False,20000163,Source,20000276,Type of Hair – False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000348,Hair – Perming,20000352,Formation,20000328,If Ammonia Free,20000281,Type of Hair – Perming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000368,Hair – Shampoo,20000045,Consumer Lifestage,20000312,Dispenser Type,20000352,Formation,20000403,If Anti Dandruff,20000366,Target Gender,20000728,Target Hair Type,20000301,Type of Hair Shampoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000381,Hair – Styling (Non Powered),20000312,Dispenser Type,20000352,Formation,20003187,Hair Styling Function,20000377,Strength of Hair Styling Product,20000366,Target Gender,20000376,Type of Hair Styling (Non Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000678,Hair – Styling (Powered),20001116,Corded/Cordless,20000787,Power Source,20000366,Target Gender,20001646,Type of Hair Styling (Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000833,Hair Care Products – Replacement Parts,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000834,Hair Care Products Other,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000677,Hair Care Products Variety Packs,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141100,Hair Care Products,10000829,Hair Curlers/Rollers,20000045,Consumer Lifestage,20001647,Type of Hair Curlers/Rollers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141200,Hair Products Variety Packs,10000676,Hair Products Variety Packs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000329,Bleaching/Lightening Products,20000352,Formation,20000328,If Ammonia Free,20000710,If Hypoallergenic,20000262,Type of Bleaching/Lightening Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000340,Depilation/Epilation (Non Powered),20003191,Product Usage Body Location,20000366,Target Gender,20000273,Type of Depilation/Epilation (Non Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000830,Depilation/Epilation (Powered),20001116,Corded/Cordless,20000787,Power Source,20003191,Product Usage Body Location,20001648,Type of Depilation/Epilation (Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000350,Hair Removal – Care,20000322,Hair Removal – Care Application,20000327,If Alcohol Free,20000283,Type of Hair Removal – Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000832,Hair Removal/Masking Products – Replacement Parts,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000835,Hair Removal/Masking Products Other,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000680,Hair Removal/Masking Products Variety Packs,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000349,Hair Removal/Shaving – Accessories,20000282,Type of Hair Removal/Shaving – Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000679,Mirrors – Personal Care,20001649,Type of Mirrors – Personal Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000369,Shaving – Blades,20000366,Target Gender,20000302,Type of Shaving – Blades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000370,Shaving – Razors – Disposable (Non Powered),20000324,Head Type,20000710,If Hypoallergenic,20000341,If With Blades,20003191,Product Usage Body Location,20000366,Target Gender,20000303,Type of Shaving – Razors – Disposable (Non Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000730,Shaving – Razors – Non Disposable (Non Powered),20000324,Head Type,20000710,If Hypoallergenic,20000341,If With Blades,20003191,Product Usage Body Location,20000366,Target Gender,20001650,Type of Shaving – Razors – Non Disposable (Non Powered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000831,Shaving – Razors (Powered),20001652,Blade Design,20001116,Corded/Cordless,20000324,Head Type,20001653,If Washable,20000787,Power Source,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53140000,Hair Products,53141000,Hair Removal/Masking Products,10000535,Shaving Preparations,20000312,Dispenser Type,20000352,Formation,20003191,Product Usage Body Location,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53180000,Personal Hygiene Products,53181300,Adult Incontinence,10000481,Adult Incontinence – Pads,20000310,Absorbency Level Claim,20001662,Deodorising Claim,20000097,If Disposable,20000391,Type of Adult Incontinence – Pads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53180000,Personal Hygiene Products,53181300,Adult Incontinence,10000321,Adult Incontinence – Supplies,20000097,If Disposable,20000254,Type of Adult Incontinence Supply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53180000,Personal Hygiene Products,53181300,Adult Incontinence,10000709,Adult Incontinence – Underwear (Disposable),20000310,Absorbency Level Claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53180000,Personal Hygiene Products,53181300,Adult Incontinence,10000710,Adult Incontinence – Underwear (Non Disposable),20000310,Absorbency Level Claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53180000,Personal Hygiene Products,53181300,Adult Incontinence,10000784,Adult Incontinence Other,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53180000,Personal Hygiene Products,53181300,Adult Incontinence,10000713,Adult Incontinence Variety Packs,20000366,Target Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53180000,Personal Hygiene Products,53181700,Baby Diapers/Accessories,10000494,Baby Diapers (Disposable),20000310,Absorbency Level Claim,20000045,Consumer Lifestage,20000756,If With Balm/Lotion,20003196,Style of Diaper,20000587,Type of Baby Diaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53180000,Personal Hygiene Products,53181700,Baby Diapers/Accessories,10000728,Baby Diapers (Non Disposable),20000045,Consumer Lifestage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53000000,Beauty/Personal Care/Hygiene,53180000,Personal Hygiene Products,53181700,Baby Diapers/Accessories,10000496,Baby Diapers Accessories,20000045,Consumer Lifestage,20000590,Type of Baby Diapers Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
